,antc,consq,Support  1,count  1,Confidence  2,Added Value  3,Causal Support  4,Causal Confidence  5,Certainty Factor  6,Chi-Squared  7,Collective Strength  8,Conviction  9,Cosine 10,Coverage 11,Confirmed Confidence 12,Difference of Confidence 13,Counter Example 14,Fisher's Exact Test 15,Gini Index 16,Hyper Confidence 17,Hyper Lift 18,Imbalance Ratio 19,Importance 20,Improvement 21,Jaccard Coefficient 22,J-Measure 23,Kappa 24,Klosgen 25,Kulczynski 26,Goodman-Kruskal 27,Laplace Confidence 28,Least Contradiction 29,Lerman Similarity 30,Leverage 31,Lift 32,Max Confidence 33,Mutual Information 34,Odds Ratio 35,Phi Correlation Coeficient 36,Ralambondrainy Measure 37,Relative Linkage Disequilibrium 38,Rule Power Factor 39,Sebag-Schoenauer Measure 40,Varying Rates Liaison 41,Yule's Q 42,Yule's Y 43
272,[ 1 18],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,0.06667,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
273,[ 1 12],[18],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.06667,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
274,[ 6 18],[1],0.2,3,0.75,0.41667,0.46667,0.97,0.625,4.26136,20.85366,2.66667,0.67082,0.26667,0.13333,0.56818,0.66667,0.07692,0.12626,0.92308,1.0,0.16667,0.46073,0.15,0.5,0.0968,0.52632,0.18634,0.675,0.4,0.66667,0.6,-0.3801,0.11111,2.25,0.75,3.59163,13.5,0.533,0.06667,0.625,0.15,3.0,1.25,0.86207,0.57212
275,[ 1 18],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
276,[1 6],[18],0.2,3,0.6,0.26667,0.4,0.94667,0.4,2.4,13.33333,1.66667,0.6,0.33333,0.06667,0.4,0.33333,0.25075,0.07111,0.83317,0.75,0.0,0.35902,0.0,0.42857,0.04945,0.4,0.11926,0.6,0.2,0.57143,0.6,-0.5164,0.08889,1.8,0.6,1.85169,6.0,0.4,0.13333,0.4,0.12,1.5,0.8,0.71429,0.4202
277,[13 18],[1],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
278,[ 1 18],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
279,[ 1 13],[18],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
280,[12 13 18],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
281,[ 6 13 18],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,-0.11111,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
282,[ 6 12 18],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
283,[13 18],[12],0.13333,2,0.5,-0.16667,0.66667,0.95333,-0.5,0.68182,1.39286,0.66667,0.31623,0.26667,0.0,-0.22727,0.0,0.56044,0.0202,0.07692,0.5,0.5,-0.14133,-0.1,0.16667,0.0157,-0.15385,-0.06086,0.35,0.0,0.5,0.2,-1.1166,-0.04444,0.75,0.5,0.56844,0.375,-0.2132,0.13333,0.25,0.06667,1.0,-0.25,-0.45455,-0.24041
284,[12 18],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
285,[13 18],[6],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.05,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
286,[ 6 18],[13],0.2,3,0.75,0.15,0.73333,0.97593,0.375,0.51136,4.97305,1.6,0.5,0.26667,0.13333,0.20455,0.66667,0.6044,0.01636,0.53846,0.75,0.5,0.09275,-0.05,0.3,0.0133,0.14634,0.06708,0.54167,0.0,0.66667,0.33333,-0.7746,0.04,1.25,0.75,0.45995,2.5,0.18464,0.06667,0.375,0.15,3.0,0.25,0.42857,0.22515
287,[12 18],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.2,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
288,[ 6 18],[12],0.2,3,0.75,0.08333,0.8,0.97667,0.25,0.17045,3.48214,1.33333,0.47434,0.26667,0.13333,0.11364,0.66667,1.0,0.00505,0.40659,0.75,0.54545,0.03476,-0.02778,0.27273,0.00438,0.07692,0.03727,0.525,0.0,0.66667,0.3,-0.8584,0.02222,1.125,0.75,0.15187,1.71429,0.1066,0.06667,0.25,0.15,3.0,0.125,0.26316,0.13394
289,[18],[12],0.2,3,0.6,-0.06667,0.73333,0.96,-0.2,0.15,1.92308,0.83333,0.42426,0.33333,0.06667,-0.1,0.33333,1.0,0.00444,0.16683,0.6,0.41667,-0.06695,0.0,0.25,0.00324,-0.08,-0.02981,0.45,0.0,0.57143,0.3,-1.05115,-0.02222,0.9,0.6,0.11628,0.64286,-0.1,0.13333,0.1,0.12,1.5,-0.1,-0.21739,-0.11001
290,[18],[6],0.26667,4,0.8,0.2,0.8,0.97926,0.5,1.25,6.55738,2.0,0.59628,0.33333,0.2,0.3,0.75,0.58042,0.04,0.70629,0.8,0.4,0.1549,0.0,0.4,0.03051,0.25,0.10328,0.62222,0.0,0.71429,0.44444,-0.69926,0.06667,1.33333,0.8,1.03955,4.0,0.28868,0.06667,0.5,0.21333,4.0,0.33333,0.6,0.33333
291,[18],[13],0.26667,4,0.8,0.2,0.8,0.97926,0.5,1.25,6.55738,2.0,0.59628,0.33333,0.2,0.3,0.75,0.58042,0.04,0.70629,0.8,0.4,0.1549,0.0,0.4,0.03051,0.25,0.10328,0.62222,0.0,0.71429,0.44444,-0.69926,0.06667,1.33333,0.8,1.03955,4.0,0.28868,0.06667,0.5,0.21333,4.0,0.33333,0.6,0.33333
292,[18],[1],0.2,3,0.6,0.26667,0.4,0.94667,0.4,2.4,13.33333,1.66667,0.6,0.33333,0.06667,0.4,0.33333,0.25075,0.07111,0.83317,0.75,0.0,0.35902,0.0,0.42857,0.04945,0.4,0.11926,0.6,0.2,0.57143,0.6,-0.5164,0.08889,1.8,0.6,1.85169,6.0,0.4,0.13333,0.4,0.12,1.5,0.8,0.71429,0.4202
293,[1],[18],0.2,3,0.6,0.26667,0.4,0.94667,0.4,2.4,13.33333,1.66667,0.6,0.33333,0.06667,0.4,0.33333,0.25075,0.07111,0.83317,0.75,0.0,0.35902,0.0,0.42857,0.04945,0.4,0.11926,0.6,0.2,0.57143,0.6,-0.5164,0.08889,1.8,0.6,1.85169,6.0,0.4,0.13333,0.4,0.12,1.5,0.8,0.71429,0.4202
294,[ 8 17],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.2,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
295,[ 2 17],[8],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.16667,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
296,[2 8],[17],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.16667,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
297,[ 8 13],[2],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,-0.13333,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
298,[ 2 13],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
299,[2 8],[13],0.13333,2,0.5,-0.1,0.6,0.95185,-0.25,0.22727,2.06289,0.8,0.33333,0.26667,0.0,-0.13636,0.0,1.0,0.00727,0.14286,0.5,0.45455,-0.09018,-0.1,0.18182,0.00544,-0.09756,-0.03651,0.36111,0.0,0.5,0.22222,-1.0328,-0.02667,0.83333,0.5,0.19363,0.57143,-0.12309,0.13333,0.16667,0.06667,1.0,-0.16667,-0.27273,-0.139
300,[8],[13],0.2,3,0.6,0.0,0.66667,0.95852,0.0,0.0,2.95082,1.0,0.44721,0.33333,0.06667,0.0,0.33333,1.0,0.0,0.28671,0.6,0.36364,-0.00895,0.0,0.27273,0.0,0.0,0.0,0.46667,0.0,0.57143,0.33333,-0.95745,0.0,1.0,0.6,0.0,1.0,0.0,0.13333,-0.0,0.12,1.5,0.0,0.0,0.0
301,[8],[2],0.26667,4,0.8,0.4,0.6,0.97556,0.66667,5.0,22.85714,3.0,0.7303,0.33333,0.2,0.6,0.75,0.08891,0.16,0.95305,1.0,0.14286,0.45593,0.0,0.57143,0.1116,0.57143,0.20656,0.73333,0.5,0.71429,0.66667,-0.38142,0.13333,2.0,0.8,4.06768,16.0,0.57735,0.06667,0.66667,0.21333,4.0,1.0,0.88235,0.6
302,[2],[8],0.26667,4,0.66667,0.33333,0.46667,0.95111,0.5,5.0,22.85714,2.0,0.7303,0.4,0.13333,0.55556,0.5,0.08891,0.14815,0.95305,1.0,0.14286,0.53624,0.0,0.57143,0.09242,0.57143,0.17213,0.73333,0.4,0.625,0.8,-0.38142,0.13333,2.0,0.8,4.06768,16.0,0.57735,0.13333,0.66667,0.17778,2.0,1.0,0.88235,0.6
303,[12 17],[2],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,-0.13333,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
304,[ 2 17],[12],0.13333,2,0.5,-0.16667,0.66667,0.95333,-0.5,0.68182,1.39286,0.66667,0.31623,0.26667,0.0,-0.22727,0.0,0.56044,0.0202,0.07692,0.5,0.5,-0.14133,-0.1,0.16667,0.0157,-0.15385,-0.06086,0.35,0.0,0.5,0.2,-1.1166,-0.04444,0.75,0.5,0.56844,0.375,-0.2132,0.13333,0.25,0.06667,1.0,-0.25,-0.45455,-0.24041
305,[ 2 12],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
306,[12 17],[9],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,0.06667,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
307,[ 9 17],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
308,[17],[12],0.2,3,0.6,-0.06667,0.73333,0.96,-0.2,0.15,1.92308,0.83333,0.42426,0.33333,0.06667,-0.1,0.33333,1.0,0.00444,0.16683,0.6,0.41667,-0.06695,0.0,0.25,0.00324,-0.08,-0.02981,0.45,0.0,0.57143,0.3,-1.05115,-0.02222,0.9,0.6,0.11628,0.64286,-0.1,0.13333,0.1,0.12,1.5,-0.1,-0.21739,-0.11001
309,[17],[2],0.26667,4,0.8,0.4,0.6,0.97556,0.66667,5.0,22.85714,3.0,0.7303,0.33333,0.2,0.6,0.75,0.08891,0.16,0.95305,1.0,0.14286,0.45593,0.0,0.57143,0.1116,0.57143,0.20656,0.73333,0.5,0.71429,0.66667,-0.38142,0.13333,2.0,0.8,4.06768,16.0,0.57735,0.06667,0.66667,0.21333,4.0,1.0,0.88235,0.6
310,[2],[17],0.26667,4,0.66667,0.33333,0.46667,0.95111,0.5,5.0,22.85714,2.0,0.7303,0.4,0.13333,0.55556,0.5,0.08891,0.14815,0.95305,1.0,0.14286,0.53624,0.0,0.57143,0.09242,0.57143,0.17213,0.73333,0.4,0.625,0.8,-0.38142,0.13333,2.0,0.8,4.06768,16.0,0.57735,0.13333,0.66667,0.17778,2.0,1.0,0.88235,0.6
311,[ 6 13 16],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
312,[ 1 13 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
313,[ 1  6 16],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
314,[ 1  6 13],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
315,[ 6 16],[1],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.05556,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
316,[ 1 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
317,[13 16],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.22222,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
318,[ 1 16],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.2,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
319,[ 1 13],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
320,[ 9 12 13 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
321,[ 6 12 13 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
322,[ 6  9 13 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
323,[ 6  9 12 16],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
324,[ 6  9 12 13],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
325,[12 13 16],[9],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.2,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
326,[ 9 13 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
327,[ 9 12 16],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,0.0,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
328,[ 9 12 13],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,0.0,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
329,[ 9 13 16],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
330,[ 6 13 16],[9],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,-0.08333,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
331,[ 6  9 16],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,-0.13333,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
332,[ 6  9 13],[16],0.13333,2,0.5,0.16667,0.33333,0.94,0.25,0.68182,7.41463,1.33333,0.44721,0.26667,0.0,0.22727,0.0,0.56044,0.0202,0.59341,0.66667,0.14286,0.21085,-0.1,0.28571,0.0157,0.21053,0.06086,0.45,0.0,0.5,0.4,-0.6383,0.04444,1.5,0.5,0.56844,2.66667,0.2132,0.13333,0.25,0.06667,1.0,0.5,0.45455,0.24041
333,[ 9 12 16],[6],0.2,3,1.0,0.4,0.8,1.0,1.0,2.5,8.4,,0.57735,0.2,0.2,0.5,1.0,0.22857,0.08,0.81538,1.0,0.66667,0.20412,0.0,0.33333,,0.28571,0.17889,0.66667,0.0,0.8,0.33333,-0.56704,0.08,1.66667,1.0,,,0.40825,0.0,1.0,0.2,,0.66667,,
334,[ 6 12 16],[9],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.25,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
335,[ 6  9 16],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
336,[ 6  9 12],[16],0.2,3,0.6,0.26667,0.4,0.94667,0.4,2.4,13.33333,1.66667,0.6,0.33333,0.06667,0.4,0.33333,0.25075,0.07111,0.83317,0.75,0.0,0.35902,0.0,0.42857,0.04945,0.4,0.11926,0.6,0.2,0.57143,0.6,-0.5164,0.08889,1.8,0.6,1.85169,6.0,0.4,0.13333,0.4,0.12,1.5,0.8,0.71429,0.4202
