,antc,consq,Support  1,count  1,Confidence  2,Added Value  3,Causal Support  4,Causal Confidence  5,Certainty Factor  6,Chi-Squared  7,Collective Strength  8,Conviction  9,Cosine 10,Coverage 11,Confirmed Confidence 12,Difference of Confidence 13,Counter Example 14,Fisher's Exact Test 15,Gini Index 16,Hyper Confidence 17,Hyper Lift 18,Imbalance Ratio 19,Importance 20,Improvement 21,Jaccard Coefficient 22,J-Measure 23,Kappa 24,Klosgen 25,Kulczynski 26,Goodman-Kruskal 27,Laplace Confidence 28,Least Contradiction 29,Lerman Similarity 30,Leverage 31,Lift 32,Max Confidence 33,Mutual Information 34,Odds Ratio 35,Phi Correlation Coeficient 36,Ralambondrainy Measure 37,Relative Linkage Disequilibrium 38,Rule Power Factor 39,Sebag-Schoenauer Measure 40,Varying Rates Liaison 41,Yule's Q 42,Yule's Y 43
71,[2 4],[15],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.0,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
72,[ 8 15],[4],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.33333,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
73,[ 4 15],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
74,[4 8],[15],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.33333,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
75,[ 8 15],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.2,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
76,[ 2 15],[8],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
77,[2 8],[15],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.1,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
78,[15 16],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.2,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
79,[12 16],[15],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.1,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
80,[12 15],[16],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
81,[15],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,0.0,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
82,[15],[2],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,0.0,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
83,[15],[16],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
84,[15],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
85,[15],[4],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.0,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
86,[4],[15],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.0,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
87,[ 6 11 13],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
88,[ 1 11 13],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
89,[ 1  6 13],[11],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
90,[ 1  6 11],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
91,[ 6 11],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
92,[ 1 11],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.0,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
93,[11 13],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
94,[ 1 13],[11],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.1,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
95,[ 1 11],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.2,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
96,[11 13],[6],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.22222,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
97,[ 6 11],[13],0.13333,2,1.0,0.4,0.73333,1.0,1.0,1.53846,5.97683,,0.4714,0.13333,0.13333,0.46154,1.0,0.48571,0.04923,0.65714,1.0,0.77778,0.14806,0.22222,0.22222,,0.18605,0.14606,0.61111,0.0,0.75,0.22222,-0.57905,0.05333,1.66667,1.0,,,0.32026,0.0,1.0,0.13333,,0.66667,,
98,[11],[6],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,0.0,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
99,[11],[13],0.13333,2,0.66667,0.06667,0.66667,0.97037,0.16667,0.06944,3.5,1.2,0.3849,0.2,0.06667,0.08333,0.5,1.0,0.00222,0.34066,0.66667,0.6,0.02119,0.0,0.2,0.00189,0.04762,0.02434,0.44444,0.0,0.6,0.22222,-0.82524,0.01333,1.11111,0.66667,0.07057,1.42857,0.06804,0.06667,0.16667,0.08889,2.0,0.11111,0.17647,0.08893
100,[11],[1],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
101,[11],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
102,[12 14],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
103,[ 7 14],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
104,[ 7 12],[14],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.16667,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
105,[12 14 17],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
106,[ 2 14 17],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
107,[ 2 12 17],[14],0.13333,2,1.0,0.8,0.33333,1.0,1.0,9.23077,48.77419,,0.8165,0.13333,0.13333,0.92308,1.0,0.02857,0.19692,0.97143,1.0,0.33333,0.75012,0.33333,0.66667,,0.7619,0.29212,0.83333,0.66667,0.75,0.66667,-0.11606,0.10667,5.0,1.0,,,0.78446,0.0,1.0,0.13333,,4.0,,
108,[ 2 12 14],[17],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
109,[14 17],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
110,[12 17],[14],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.26667,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
111,[12 14],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
112,[14 17],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.2,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
113,[ 2 17],[14],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.1,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
114,[ 2 14],[17],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.33333,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
115,[12 14],[2],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,0.0,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
116,[ 2 14],[12],0.13333,2,1.0,0.33333,0.8,1.0,1.0,1.15385,4.60526,,0.44721,0.13333,0.13333,0.38462,1.0,0.52381,0.03419,0.57143,1.0,0.8,0.09691,0.0,0.2,,0.14286,0.12172,0.6,0.0,0.75,0.2,-0.6383,0.04444,1.5,1.0,,,0.27735,0.0,1.0,0.13333,,0.5,,
117,[ 2 12],[14],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.33333,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
118,[14],[12],0.2,3,1.0,0.33333,0.86667,1.0,1.0,1.875,6.15502,,0.54772,0.2,0.2,0.41667,1.0,0.50549,0.05556,0.73626,1.0,0.7,0.14613,0.0,0.3,,0.22222,0.14907,0.65,0.0,0.8,0.3,-0.63962,0.06667,1.5,1.0,,,0.35355,0.0,1.0,0.2,,0.5,,
119,[14],[2],0.13333,2,0.66667,0.26667,0.46667,0.96667,0.44444,1.11111,8.12308,1.8,0.4714,0.2,0.06667,0.33333,0.5,0.52527,0.03556,0.65934,0.66667,0.42857,0.22531,0.0,0.28571,0.02892,0.24242,0.09737,0.5,0.16667,0.6,0.33333,-0.57905,0.05333,1.66667,0.66667,1.09404,4.0,0.27217,0.06667,0.44444,0.08889,2.0,0.66667,0.6,0.33333
120,[14],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
121,[14],[7],0.13333,2,0.66667,0.4,0.33333,0.96111,0.54545,3.06818,15.42857,2.2,0.57735,0.2,0.06667,0.5,0.5,0.15385,0.08,0.84615,1.0,0.2,0.44716,0.0,0.4,0.06961,0.44444,0.14606,0.58333,0.25,0.6,0.5,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.06667,0.54545,0.08889,2.0,1.5,0.81818,0.51949
122,[7],[14],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
123,[4 8],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
124,[2 8],[4],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
125,[2 4],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
126,[ 4 17],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
127,[ 2 17],[4],0.13333,2,0.5,0.3,0.2,0.92222,0.375,3.06818,15.42857,1.6,0.57735,0.26667,0.0,0.40909,0.0,0.15385,0.06545,0.84615,1.0,0.2,0.51188,0.0,0.4,0.0595,0.44444,0.10954,0.58333,0.0,0.5,0.66667,-0.37803,0.08,2.5,0.66667,2.76268,10.0,0.45227,0.13333,0.54545,0.06667,1.0,1.5,0.81818,0.51949
128,[2 4],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
129,[ 4 12],[2],0.13333,2,1.0,0.6,0.53333,1.0,1.0,3.46154,12.70588,,0.57735,0.13333,0.13333,0.69231,1.0,0.14286,0.11077,0.85714,1.0,0.66667,0.35218,0.0,0.33333,,0.375,0.21909,0.66667,0.33333,0.75,0.33333,-0.37803,0.08,2.5,1.0,,,0.48038,0.0,1.0,0.13333,,1.5,,
130,[ 2 12],[4],0.13333,2,0.66667,0.46667,0.26667,0.95556,0.58333,5.10417,24.0,2.4,0.66667,0.2,0.06667,0.58333,0.5,0.08132,0.10889,0.91868,1.0,0.0,0.62325,0.16667,0.5,0.10217,0.58333,0.1704,0.66667,0.33333,0.6,0.66667,-0.2582,0.09333,3.33333,0.66667,4.30546,22.0,0.58333,0.06667,0.58333,0.08889,2.0,2.33333,0.91304,0.64853
131,[2 4],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,0.0,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
132,[4],[12],0.13333,2,0.66667,0.0,0.73333,0.97111,0.0,0.0,2.55319,1.0,0.36515,0.2,0.06667,0.0,0.5,1.0,0.0,0.24176,0.66667,0.63636,-0.02996,0.0,0.18182,0.0,0.0,0.0,0.43333,0.0,0.6,0.2,-0.89782,0.0,1.0,0.66667,0.0,1.0,0.0,0.06667,-0.0,0.08889,2.0,0.0,0.0,0.0
133,[4],[2],0.2,3,1.0,0.6,0.6,1.0,1.0,5.625,22.84615,,0.70711,0.2,0.2,0.75,1.0,0.04396,0.18,0.95604,1.0,0.5,0.44716,0.0,0.5,,0.54545,0.26833,0.75,0.5,0.8,0.5,-0.32085,0.12,2.5,1.0,,,0.61237,0.0,1.0,0.2,,1.5,,
134,[2],[4],0.2,3,0.5,0.3,0.2,0.9,0.375,5.625,22.84615,1.6,0.70711,0.4,0.0,0.5,0.0,0.04396,0.12,0.95604,1.0,0.5,0.74036,0.0,0.5,0.08926,0.54545,0.13416,0.75,0.0,0.5,1.0,-0.32085,0.12,2.5,1.0,,,0.61237,0.2,1.0,0.1,1.0,1.5,,
135,[4],[17],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
136,[4],[8],0.13333,2,0.66667,0.33333,0.4,0.96444,0.5,1.875,10.94595,2.0,0.5164,0.2,0.06667,0.41667,0.5,0.24176,0.05556,0.75824,0.66667,0.33333,0.32222,0.0,0.33333,0.04621,0.33333,0.12172,0.53333,0.2,0.6,0.4,-0.4836,0.06667,2.0,0.66667,1.77886,6.0,0.35355,0.06667,0.5,0.08889,2.0,1.0,0.71429,0.4202
137,[ 6  7 12 18],[1],0.13333,2,1.0,0.66667,0.46667,1.0,1.0,4.61538,17.17172,,0.63246,0.13333,0.13333,0.76923,1.0,0.09524,0.13675,0.90476,1.0,0.6,0.44909,0.0,0.4,,0.47059,0.24343,0.7,0.4,0.75,0.4,-0.3001,0.08889,3.0,1.0,,,0.5547,0.0,1.0,0.13333,,2.0,,
